iter	Accuracy	Logloss
353	0.9998666489	0.004467185575
354	0.9998666489	0.004467173278
355	0.9998666489	0.004467169009
356	0.9998666489	0.004467160771
357	0.9998666489	0.004467156505
358	0.9998666489	0.004467156505
359	0.9998666489	0.004467144066
360	0.9998666489	0.004467119468
361	0.9998666489	0.004467086605
362	0.9998666489	0.004467074328
363	0.9998666489	0.0044670702
364	0.9998666489	0.004467045239
365	0.9998666489	0.004467032963
366	0.9998666489	0.00446702448
367	0.9998666489	0.004467016301
368	0.9998666489	0.00446700404
369	0.9998666489	0.004466970174
370	0.9998666489	0.004466962021
371	0.9998666489	0.004466958965
372	0.9998666489	0.00446695591
373	0.9998666489	0.00446694321
374	0.9998666489	0.004466935009
375	0.9998666489	0.004466909636
376	0.9998666489	0.004466901206
377	0.9998666489	0.004466876485
378	0.9998666489	0.004466870141
379	0.9998666489	0.004466819665
380	0.9998666489	0.004466815585
381	0.9998666489	0.004466791292
382	0.9998666489	0.004466787246
383	0.9998666489	0.004466787246
384	0.9998666489	0.004466754671
385	0.9998666489	0.004466748389
386	0.9998666489	0.004466699219
387	0.9998666489	0.00446668713
388	0.9998666489	0.004466679826
389	0.9998666489	0.004466667752
390	0.9998666489	0.004466667752
391	0.9998666489	0.004466643365
392	0.9998666489	0.004466618942
393	0.9998666489	0.004466589186
394	0.9998666489	0.00446657716
395	0.9998666489	0.004466561126
396	0.9998666489	0.004466556968
397	0.9998666489	0.004466544744
398	0.9998666489	0.004466528623
399	0.9998666489	0.004466516169
400	0.9998666489	0.004466492243
401	0.9998666489	0.004466480234
402	0.9998666489	0.004466455379
403	0.9998666489	0.004466433231
404	0.9998666489	0.004466421268
405	0.9998666489	0.004466409312
406	0.9998666489	0.004466385435
407	0.9998666489	0.004466377425
408	0.9998666489	0.00446636537
409	0.9998666489	0.004466349482
410	0.9998666489	0.004466346503
411	0.9998666489	0.004466334684
412	0.9998666489	0.004466322781
413	0.9998666489	0.00446631975
414	0.9998666489	0.004466313782
415	0.9998666489	0.004466301891
416	0.9998666489	0.004466286049
417	0.9998666489	0.00446627414
418	0.9998666489	0.004466262238
419	0.9998666489	0.00446621463
420	0.9998666489	0.004466198735
421	0.9998666489	0.004466186891
422	0.9998666489	0.004466171019
423	0.9998666489	0.004466121816
424	0.9998666489	0.004466107481
425	0.9998666489	0.004466085543
426	0.9998666489	0.004466054157
427	0.9998666489	0.004466038492
428	0.9998666489	0.004466026276
429	0.9998666489	0.004466014389
430	0.9998666489	0.004466008258
431	0.9998666489	0.004465992627
432	0.9998666489	0.004465984501
433	0.9998666489	0.004465976697
434	0.9998666489	0.004465945505
435	0.9998666489	0.004465945505
436	0.9998666489	0.004465939534
437	0.9998666489	0.004465939534
438	0.9998666489	0.00446593175
439	0.9998666489	0.004465925884
440	0.9998666489	0.004465925884
441	0.9998666489	0.004465918107
442	0.9998666489	0.004465894698
443	0.9998666489	0.004465886931
444	0.9998666489	0.00446587894
445	0.9998666489	0.004465872984
446	0.9998666489	0.004465869393
447	0.9998666489	0.004465866472
448	0.9998666489	0.004465863551
449	0.9998666489	0.00446584804
450	0.9998666489	0.004465836458
451	0.9998666489	0.004465830397
452	0.9998666489	0.004465824321
453	0.9998666489	0.004465793366
454	0.9998666489	0.004465764934
455	0.9998666489	0.004465761074
456	0.9998666489	0.004465757215
457	0.9998666489	0.004465740085
458	0.9998666489	0.004465697623
459	0.9998666489	0.004465693767
460	0.9998666489	0.004465682235
461	0.9998666489	0.004465620639
462	0.9998666489	0.004465609141
463	0.9998666489	0.004465605305
464	0.9998666489	0.004465601442
465	0.9998666489	0.004465578266
466	0.9998666489	0.004465574407
467	0.9998666489	0.004465526128
468	0.9998666489	0.004465523234
469	0.9998666489	0.004465519383
470	0.9998666489	0.004465495856
471	0.9998666489	0.004465452634
472	0.9998666489	0.004465422132
473	0.9998666489	0.00446541451
474	0.9998666489	0.004465411515
475	0.9998666489	0.004465403897
476	0.9998666489	0.004465389871
477	0.9998666489	0.004465358134
478	0.9998666489	0.004465350538
479	0.9998666489	0.004465339053
480	0.9998666489	0.004465333318
481	0.9998666489	0.00446532573
482	0.9998666489	0.004465319998
483	0.9998666489	0.00446527454
484	0.9998666489	0.00446521869
485	0.9998666489	0.004465197245
486	0.9998666489	0.004465173421
487	0.9998666489	0.004465167011
488	0.9998666489	0.004465155139
489	0.9998666489	0.004465153253
490	0.9998666489	0.004465151368
491	0.9998666489	0.004465139989
492	0.9998666489	0.004465134059
493	0.9998666489	0.004465128302
494	0.9998666489	0.004465116914
495	0.9998666489	0.00446510981
496	0.9998666489	0.004465079705
497	0.9998666489	0.004465068345
498	0.9998666489	0.004465044682
499	0.9998666489	0.004465014453
